task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
14	ec/0fa874	30244843	NFDATAOMICS_RNASEQ:RNASEQ:GENEID_TO_GENENAME (GRCh38.p14.genome.filtered.gtf)	CACHED	0	2026-01-27 10:43:20.411	1m 10s	1m 5s	96.9%	16.3 MB	26.5 MB	5 GB	3.6 GB
18	bd/8cc728	30244829	NFDATAOMICS_RNASEQ:RNASEQ:DIM_REDUCTION:CONTROL_GENE_HEATMAP (GSE52778_raw_counts_GRCh38.p13_NCBI)	CACHED	0	2026-01-27 10:43:05.643	19.6s	16.2s	95.5%	971.7 MB	1.2 GB	69.7 MB	830.7 KB
17	ab/fb8149	30244831	NFDATAOMICS_RNASEQ:RNASEQ:DIM_REDUCTION:SAMPLES_CORRELATION (GSE52778_raw_counts_GRCh38.p13_NCBI)	CACHED	0	2026-01-27 10:43:06.620	18.6s	16.3s	95.9%	980.4 MB	1.2 GB	69.8 MB	3.2 MB
15	c3/7151e0	30244830	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:DESEQ2_FIT (GSE52778_raw_counts_GRCh38.p13_NCBI)	CACHED	0	2026-01-27 10:43:05.755	29.5s	27.4s	97.3%	758.6 MB	1 GB	84.6 MB	21 MB
16	56/2bd003	30244833	NFDATAOMICS_RNASEQ:RNASEQ:DIM_REDUCTION:PCA_AND_MDS (GSE52778_raw_counts_GRCh38.p13_NCBI)	CACHED	0	2026-01-27 10:43:07.628	17.6s	14.4s	93.2%	744.6 MB	1 GB	72.4 MB	1.5 MB
19	10/34d173	30244860	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:DESEQ2_COMPARE (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Dexamethasone:Untreated)	CACHED	0	2026-01-27 10:43:35.396	19.9s	15.1s	95.6%	651.4 MB	948.8 MB	87.3 MB	10.1 MB
20	8b/e13c0d	30244861	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:DESEQ2_COMPARE (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol:Untreated)	CACHED	0	2026-01-27 10:43:35.484	19.8s	15.2s	95.4%	651.4 MB	948.8 MB	87.1 MB	9.9 MB
24	20/9223d9	30249841	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Dexamethasone:Untreated_h.all.v2024.1.Hs.entrez)	CACHED	0	2026-01-27 13:23:39.897	18.8s	14.6s	77.5%	484.3 MB	694.2 MB	81.6 MB	38.7 KB
27	fe/7ff922	30249837	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:GSEA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Dexamethasone:Untreated_h.all.v2024.1.Hs.entrez)	CACHED	0	2026-01-27 13:23:38.240	30.4s	26.8s	83.1%	602.7 MB	823.2 MB	101.9 MB	23 MB
33	3c/eb27da	30249849	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol:Untreated_h.all.v2024.1.Hs.entrez)	CACHED	0	2026-01-27 13:23:43.894	14.8s	11.8s	93.9%	481.2 MB	627 MB	81.6 MB	2.3 KB
31	ab/33dd37	30249851	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:GSEA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol:Untreated_h.all.v2024.1.Hs.entrez)	CACHED	0	2026-01-27 13:23:44.884	28.8s	22.1s	96.6%	592.8 MB	813.1 MB	98.3 MB	18.7 MB
21	e4/cd97c0	30244863	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:DESEQ2_COMPARE (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Untreated)	CACHED	0	2026-01-27 10:43:36.374	18.9s	15s	95.6%	651.4 MB	948.8 MB	87.1 MB	9.9 MB
37	21/28085e	30249881	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:GSEA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Untreated_h.all.v2024.1.Hs.entrez)	CACHED	0	2026-01-27 13:24:01.903	26.8s	21.3s	96.2%	597.9 MB	819.2 MB	97.1 MB	17.2 MB
40	aa/867213	30249883	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Untreated_h.all.v2024.1.Hs.entrez)	CACHED	0	2026-01-27 13:24:02.872	15.8s	11.8s	94.1%	481.2 MB	627 MB	81.6 MB	4 KB
34	b3/91b384	30244865	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:DESEQ2_COMPARE (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Dexamethasone)	CACHED	0	2026-01-27 10:43:37.374	17.9s	14.8s	95.3%	651.4 MB	948.8 MB	87.2 MB	10 MB
47	ba/3e5c8b	30244905	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:SUMMARY_TABLE (GSE52778_raw_counts_GRCh38.p13_NCBI)	CACHED	0	2026-01-27 10:44:07.499	2.8s	100ms	43.0%	3 MB	3.9 MB	366.1 KB	4.9 KB
46	90/52c6ef	30249867	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:GSEA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Dexamethasone_h.all.v2024.1.Hs.entrez)	CACHED	0	2026-01-27 13:23:52.913	25.7s	21.5s	95.1%	637.1 MB	857.9 MB	95.9 MB	15.8 MB
43	c3/68d11b	30249870	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Dexamethasone_h.all.v2024.1.Hs.entrez)	CACHED	0	2026-01-27 13:23:54.878	18.8s	11.9s	91.9%	487.9 MB	697.9 MB	81.6 MB	1.6 KB
29	f2/29fce9	30251340	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol:Untreated_c2.all.v2024.1.Hs.entrez)	COMPLETED	0	2026-01-27 13:51:33.623	21s	14.2s	93.7%	679 MB	889 MB	85.5 MB	38.9 KB
38	96/361a96	30251344	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Untreated_c2.all.v2024.1.Hs.entrez)	COMPLETED	0	2026-01-27 13:51:35.622	19s	16.2s	95.5%	785.6 MB	994.9 MB	85.5 MB	143.8 KB
42	7a/bb8956	30251354	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Dexamethasone_c5.all.v2024.1.Hs.entrez)	COMPLETED	0	2026-01-27 13:51:40.627	14s	11.9s	95.7%	510.6 MB	720.3 MB	90.7 MB	1.6 KB
32	1c/434534	30251342	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol:Untreated_c5.all.v2024.1.Hs.entrez)	COMPLETED	0	2026-01-27 13:51:34.660	25s	18s	95.3%	1.1 GB	1.3 GB	90.7 MB	75.6 KB
41	c9/6c0801	30251358	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Dexamethasone_c2.all.v2024.1.Hs.entrez)	COMPLETED	0	2026-01-27 13:51:42.603	17s	11.7s	94.4%	483.5 MB	629.4 MB	85.4 MB	1.6 KB
39	3f/c41924	30251347	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Untreated_c5.all.v2024.1.Hs.entrez)	COMPLETED	0	2026-01-27 13:51:37.630	27s	21.8s	96.5%	1.1 GB	1.3 GB	90.7 MB	261.3 KB
22	96/5a7182	30251330	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Dexamethasone:Untreated_c2.all.v2024.1.Hs.entrez)	COMPLETED	0	2026-01-27 13:51:29.034	40.6s	33.6s	91.5%	919.9 MB	1.1 GB	85.4 MB	3.6 MB
30	ed/7951a0	30251338	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:GSEA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol:Untreated_c5.all.v2024.1.Hs.entrez)	COMPLETED	0	2026-01-27 13:51:32.626	42s	39.8s	93.8%	7.7 GB	9.3 GB	108.6 MB	20.2 MB
23	c9/1e613c	30251333	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Dexamethasone:Untreated_c5.all.v2024.1.Hs.entrez)	COMPLETED	0	2026-01-27 13:51:29.667	55s	50.4s	94.1%	1.4 GB	1.6 GB	90.7 MB	6.3 MB
25	62/e729b1	30251331	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:GSEA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Dexamethasone:Untreated_c2.all.v2024.1.Hs.entrez)	COMPLETED	0	2026-01-27 13:51:29.142	1m 5s	59.8s	94.8%	4.8 GB	6.2 GB	147.3 MB	72.1 MB
28	ed/86b84b	30251337	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:GSEA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol:Untreated_c2.all.v2024.1.Hs.entrez)	COMPLETED	0	2026-01-27 13:51:31.633	1m 3s	59s	94.3%	4 GB	5.2 GB	147.3 MB	72.1 MB
51	4b/2f0907	30251387	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA_MERGE (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Dexamethasone)	COMPLETED	0	2026-01-27 13:52:26.762	8s	5.5s	36.2%	81.3 MB	174.6 MB	30.8 MB	2.3 KB
53	55/d2f7b8	30251390	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA_MERGE (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol:Untreated)	COMPLETED	0	2026-01-27 13:52:28.772	6s	3.8s	53.6%	125.5 MB	219.3 MB	30.8 MB	2.2 KB
49	4a/e82894	30251383	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA_MERGE (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol:Untreated)	COMPLETED	0	2026-01-27 13:52:24.958	9.8s	5.5s	36.3%	81.3 MB	174.6 MB	30.8 MB	2.2 KB
54	3d/6602c5	30251392	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA_MERGE (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Untreated)	COMPLETED	0	2026-01-27 13:52:29.771	5s	3.3s	61.4%	120.9 MB	215.1 MB	30.8 MB	2.2 KB
55	8f/5aa4ce	30251395	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA_MERGE (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Dexamethasone)	COMPLETED	0	2026-01-27 13:52:30.760	4s	2.4s	80.4%	26.3 MB	112.3 MB	30.8 MB	2.3 KB
36	34/02380c	30251346	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:GSEA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Untreated_c5.all.v2024.1.Hs.entrez)	COMPLETED	0	2026-01-27 13:51:36.635	1m 3s	1m	97.0%	6.4 GB	7.7 GB	152.5 MB	71.6 MB
35	05/64398d	30251349	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:GSEA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Untreated_c2.all.v2024.1.Hs.entrez)	COMPLETED	0	2026-01-27 13:51:38.749	1m 1s	58.3s	96.0%	4 GB	5.2 GB	147.6 MB	72 MB
56	09/219f11	30251397	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA_MERGE (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Dexamethasone:Untreated)	COMPLETED	0	2026-01-27 13:52:31.813	7.9s	3s	90.9%	139.7 MB	424.3 MB	39.7 MB	4.8 MB
57	89/b91a9d	30251401	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA_MERGE (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol:Untreated)	COMPLETED	0	2026-01-27 13:52:33.768	5.9s	2.9s	85.2%	124.7 MB	218.7 MB	31.6 MB	361.5 KB
52	53/7a1773	30251388	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA_MERGE (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Dexamethasone:Untreated)	COMPLETED	0	2026-01-27 13:52:27.761	11.9s	4.4s	61.0%	136.8 MB	420.9 MB	36.9 MB	3 MB
58	a4/8ea0d9	30251399	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA_MERGE (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Untreated)	COMPLETED	0	2026-01-27 13:52:32.790	6.9s	2.8s	90.9%	131.5 MB	416 MB	31.7 MB	401.1 KB
48	ea/3a31dd	30251382	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA_MERGE (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Dexamethasone:Untreated)	COMPLETED	0	2026-01-27 13:52:24.852	14.8s	6.5s	43.3%	137.8 MB	423.5 MB	38.5 MB	4.2 MB
26	40/d259e4	30251335	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:GSEA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Dexamethasone:Untreated_c5.all.v2024.1.Hs.entrez)	COMPLETED	0	2026-01-27 13:51:30.676	1m 9s	1m 4s	94.4%	5.3 GB	6.4 GB	152.5 MB	72 MB
50	63/ffafbb	30251385	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA_MERGE (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Untreated)	COMPLETED	0	2026-01-27 13:52:25.766	13.9s	6.5s	41.0%	128.2 MB	413.7 MB	31.7 MB	401.1 KB
59	77/c42727	30251403	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA_MERGE (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Dexamethasone)	COMPLETED	0	2026-01-27 13:52:34.872	4.9s	2s	88.8%	126 MB	219.4 MB	30.8 MB	2.3 KB
44	40/405519	30251356	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:GSEA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Dexamethasone_c2.all.v2024.1.Hs.entrez)	COMPLETED	0	2026-01-27 13:51:41.649	1m 3s	59.5s	97.4%	8.8 GB	11.4 GB	147.4 MB	72 MB
45	f2/803e20	30251352	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:GSEA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Dexamethasone_c5.all.v2024.1.Hs.entrez)	COMPLETED	0	2026-01-27 13:51:39.624	1m 10s	1m 5s	97.2%	9.9 GB	12 GB	152.5 MB	71.9 MB
61	0b/ec38d9	30251419	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:GSEA_MERGE (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol:Untreated)	COMPLETED	0	2026-01-27 13:52:49.849	4.8s	1.7s	85.8%	74.4 MB	167.2 MB	22.7 MB	661.2 KB
60	f2/e46d18	30251418	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:GSEA_MERGE (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Dexamethasone:Untreated)	COMPLETED	0	2026-01-27 13:52:49.753	4.9s	1.7s	86.3%	57.3 MB	147.8 MB	23 MB	782.2 KB
62	97/db1cd1	30251421	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:GSEA_MERGE (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Untreated)	COMPLETED	0	2026-01-27 13:52:50.755	3.9s	1.7s	87.8%	9.3 MB	93.9 MB	23.3 MB	1.1 MB
63	7c/9971b5	30251423	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:GSEA_MERGE (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Dexamethasone)	COMPLETED	0	2026-01-27 13:52:51.722	7.9s	1.7s	88.8%	84.5 MB	177.5 MB	23 MB	787.1 KB
64	96/4eaa7a	30251441	NFDATAOMICS_RNASEQ:RNASEQ:MULTIQC	COMPLETED	0	2026-01-27 13:52:59.776	14.9s	12.1s	44.2%	747.3 MB	10.4 GB	110.7 MB	23.7 MB
