task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
12	56/2bd003	30244833	NFDATAOMICS_RNASEQ:RNASEQ:DIM_REDUCTION:PCA_AND_MDS (GSE52778_raw_counts_GRCh38.p13_NCBI)	COMPLETED	0	2026-01-27 10:43:07.628	17.6s	14.4s	93.2%	744.6 MB	1 GB	72.4 MB	1.5 MB
14	bd/8cc728	30244829	NFDATAOMICS_RNASEQ:RNASEQ:DIM_REDUCTION:CONTROL_GENE_HEATMAP (GSE52778_raw_counts_GRCh38.p13_NCBI)	COMPLETED	0	2026-01-27 10:43:05.643	19.6s	16.2s	95.5%	971.7 MB	1.2 GB	69.7 MB	830.7 KB
11	c3/7151e0	30244830	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:DESEQ2_FIT (GSE52778_raw_counts_GRCh38.p13_NCBI)	COMPLETED	0	2026-01-27 10:43:05.755	29.5s	27.4s	97.3%	758.6 MB	1 GB	84.6 MB	21 MB
18	20/d7c208	30244847	NFDATAOMICS_RNASEQ:PREPARE_REFERENCES:UCSC_GTFTOGENEPRED (null)	COMPLETED	0	2026-01-27 10:43:22.396	27.9s	20s	95.4%	679.5 MB	690.4 MB	1.5 GB	100.9 MB
16	14/a8e930	30244844	NFDATAOMICS_RNASEQ:PREPARE_REFERENCES:GTF2BED (GRCh38.p14.genome.filtered.gtf)	COMPLETED	0	2026-01-27 10:43:20.510	34.7s	28s	97.2%	3.5 GB	3.6 GB	1.5 GB	30.9 MB
21	e4/cd97c0	30244863	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:DESEQ2_COMPARE (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Untreated)	COMPLETED	0	2026-01-27 10:43:36.374	18.9s	15s	95.6%	651.4 MB	948.8 MB	87.1 MB	9.9 MB
22	b3/91b384	30244865	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:DESEQ2_COMPARE (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Dexamethasone)	COMPLETED	0	2026-01-27 10:43:37.374	17.9s	14.8s	95.3%	651.4 MB	948.8 MB	87.2 MB	10 MB
20	8b/e13c0d	30244861	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:DESEQ2_COMPARE (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol:Untreated)	COMPLETED	0	2026-01-27 10:43:35.484	19.8s	15.2s	95.4%	651.4 MB	948.8 MB	87.1 MB	9.9 MB
19	10/34d173	30244860	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:DESEQ2_COMPARE (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Dexamethasone:Untreated)	COMPLETED	0	2026-01-27 10:43:35.396	19.9s	15.1s	95.6%	651.4 MB	948.8 MB	87.3 MB	10.1 MB
34	ba/3e5c8b	30244905	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:SUMMARY_TABLE (GSE52778_raw_counts_GRCh38.p13_NCBI)	COMPLETED	0	2026-01-27 10:44:07.499	2.8s	100ms	43.0%	3 MB	3.9 MB	366.1 KB	4.9 KB
27	0b/9c8d7a	30244885	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:GSEA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol:Untreated_c2.cp.kegg_legacy.v2024.1.Hs.symbols)	FAILED	1	2026-01-27 10:43:56.457	18.8s	15s	-	-	-	-	-
28	6e/b66200	30244890	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:GSEA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol:Untreated_c5.go.bp.v2024.1.Hs.symbols)	FAILED	1	2026-01-27 10:43:59.498	15.8s	10s	-	-	-	-	-
33	eb/6c1d8f	30244896	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:GSEA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Untreated_c2.cp.kegg_legacy.v2024.1.Hs.symbols)	FAILED	1	2026-01-27 10:44:02.455	12.8s	10s	-	-	-	-	-
39	98/288bd5	30244907	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:GSEA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Dexamethasone_h.all.v2024.1.Hs.symbols)	FAILED	1	2026-01-27 10:44:08.459	6.8s	5s	-	-	-	-	-
31	04/3f62af	30244898	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:GSEA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Untreated_h.all.v2024.1.Hs.symbols)	FAILED	1	2026-01-27 10:44:03.455	11.8s	5s	-	-	-	-	-
26	56/c35974	30244882	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:GSEA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol:Untreated_h.all.v2024.1.Hs.symbols)	FAILED	1	2026-01-27 10:43:55.609	19.6s	15s	-	-	-	-	-
29	2e/410850	30244888	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:GSEA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol:Untreated_c7.immunesigdb.v2024.1.Hs.symbols)	FAILED	1	2026-01-27 10:43:58.455	22s	20.2s	-	-	-	-	-
23	e4/b0ba87	30244883	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol:Untreated_h.all.v2024.1.Hs.symbols)	COMPLETED	0	2026-01-27 10:43:55.676	24.7s	18s	61.0%	484.7 MB	694.3 MB	81.6 MB	1.6 KB
24	1d/65872a	30244887	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol:Untreated_c2.cp.kegg_legacy.v2024.1.Hs.symbols)	COMPLETED	0	2026-01-27 10:43:57.469	22.9s	16.8s	65.5%	484.7 MB	694.3 MB	81.7 MB	1.6 KB
35	76/2c1ebb	30244900	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:GSEA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Untreated_c5.go.bp.v2024.1.Hs.symbols)	FAILED	1	2026-01-27 10:44:04.457	16s	10.2s	-	-	-	-	-
25	ee/af58a7	30244892	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol:Untreated_c5.go.bp.v2024.1.Hs.symbols)	COMPLETED	0	2026-01-27 10:44:00.472	19.9s	15.1s	85.9%	617.3 MB	827.1 MB	86.3 MB	1.6 KB
38	ed/c2a95f	30244903	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:GSEA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Untreated_c7.immunesigdb.v2024.1.Hs.symbols)	FAILED	1	2026-01-27 10:44:06.466	14s	10.2s	-	-	-	-	-
40	5e/f2d2f0	30244912	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:GSEA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Dexamethasone_c2.cp.kegg_legacy.v2024.1.Hs.symbols)	FAILED	1	2026-01-27 10:44:11.463	9s	5.2s	-	-	-	-	-
36	1b/7443b7	30244901	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Untreated_c2.cp.kegg_legacy.v2024.1.Hs.symbols)	COMPLETED	0	2026-01-27 10:44:05.459	15s	11.8s	92.2%	487.7 MB	697.8 MB	81.7 MB	1.6 KB
42	ad/20d0d7	30244918	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:GSEA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Dexamethasone_c5.go.bp.v2024.1.Hs.symbols)	FAILED	1	2026-01-27 10:44:14.462	11s	10.1s	-	-	-	-	-
30	c1/313c55	30244894	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol:Untreated_c7.immunesigdb.v2024.1.Hs.symbols)	COMPLETED	0	2026-01-27 10:44:01.457	23.9s	16.8s	87.8%	863 MB	1 GB	87.9 MB	1.6 KB
32	ad/cfd84d	30244911	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Untreated_h.all.v2024.1.Hs.symbols)	COMPLETED	0	2026-01-27 10:44:10.465	14.9s	10.8s	92.6%	472.9 MB	612.5 MB	81.6 MB	1.6 KB
15	ec/0fa874	30244843	NFDATAOMICS_RNASEQ:RNASEQ:GENEID_TO_GENENAME (GRCh38.p14.genome.filtered.gtf)	COMPLETED	0	2026-01-27 10:43:20.411	1m 10s	1m 5s	96.9%	16.3 MB	26.5 MB	5 GB	3.6 GB
41	0c/cc8a8e	30244914	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Untreated_c7.immunesigdb.v2024.1.Hs.symbols)	COMPLETED	0	2026-01-27 10:44:12.490	17.9s	16.6s	96.4%	954.7 MB	1.1 GB	87.9 MB	1.6 KB
43	40/aa5afb	30244920	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:GSEA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Dexamethasone_c7.immunesigdb.v2024.1.Hs.symbols)	FAILED	1	2026-01-27 10:44:15.504	14.9s	10s	-	-	-	-	-
37	95/9c9c2d	30244909	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Untreated_c5.go.bp.v2024.1.Hs.symbols)	COMPLETED	0	2026-01-27 10:44:09.467	20.9s	15.3s	95.2%	789.4 MB	999.2 MB	86.3 MB	1.6 KB
44	e4/b80326	30244916	NFDATAOMICS_RNASEQ:RNASEQ:DIFFERENTIAL_EXPRESSION:CLUSTERPROFILER_ORA (GSE52778_raw_counts_GRCh38.p13_NCBI_Treatment:Albuterol_Dexamethasone:Dexamethasone_h.all.v2024.1.Hs.symbols)	COMPLETED	0	2026-01-27 10:44:13.464	17s	11.1s	95.3%	484.3 MB	694.2 MB	81.6 MB	1.6 KB
8	b1/109b80	30244824	NFDATAOMICS_RNASEQ:PREPARE_REFERENCES:SALMON_INDEX (gencode.v44.transcripts.fa)	COMPLETED	0	2026-01-27 10:43:01.382	31m 24s	31m 4s	414.2%	19.5 GB	42.6 GB	70.6 GB	38.7 GB
17	dc/7e55e4	30244846	NFDATAOMICS_RNASEQ:PREPARE_REFERENCES:STAR_GENOMEGENERATE (GRCh38.p14.genome.fa)	COMPLETED	0	2026-01-27 10:43:21.406	1h 4s	59m 31s	635.2%	65.6 GB	83.7 GB	58.9 GB	76.1 GB
